대분류,중분류,소분류,발명의 명칭,출원일,대표출원인 국적
UAM,기체•부품,동력•추진 시스템,Anti-vibration moment generating aircraft actuation system,2015.09.23,US
UAM,기체•부품,동력•추진 시스템,Anti-vibration moment generating aircraft actuation system,2015.09.23,US
UAM,기체•부품,기체구조,"Dual rotor, rotary wing aircraft",2015.09.29,US
UAM,기체•부품,기체구조,"Dual rotor, rotary wing aircraft",2015.09.29,US
UAM,기체•부품,기체구조,Rotorcraft flight parameter estimation,2015.04.09,US
UAM,기체•부품,기체구조,Rotorcraft flight parameter estimation,2015.04.10,US
UAM,기체•부품,동력•추진 시스템,Automatic propeller torque protection system,2015.05.04,US
UAM,기체•부품,기체구조,Vtol parafoil aircraft,2003.05.28,US
UAM,기체•부품,기체구조,"Gearbox for a dual rotor, rotary wing aircraft",2015.09.25,US
UAM,기체•부품,기체구조,"Dual rotor, rotary wing aircraft",2015.09.25,US
UAM,기체•부품,기체구조,"Dual rotor, rotary wing aircraft",2015.09.25,US
UAM,기체•부품,기체구조,Acoustic signature variation of aircraft utilizing a clutch,2015.06.18,US
UAM,기체•부품,기체구조,Acoustic signature variation of aircraft utilizing a clutch,2015.06.18,US
UAM,기체•부품,기체구조,Single collective stick for a rotary wing aircraft,2015.09.30,US
UAM,기체•부품,기체구조,Collective to elevator mixing of a rotary wing aircraft,2015.09.29,US
UAM,기체•부품,기체구조,Single collective stick for a rotary wing aircraft,2015.09.30,US
UAM,기체•부품,기체구조,Nose attitude control of a rotary wing aircraft,2015.09.24,US
UAM,기체•부품,기체구조,Collective to elevator mixing of a rotary wing aircraft,2015.09.29,US
UAM,기체•부품,기체구조,Nose attitude control of a rotary wing aircraft,2015.09.24,US
UAM,기체•부품,기체구조,Aircraft design for air to air refueling,2015.07.01,US
UAM,기체•부품,기체구조,Aircraft design for air to air refueling,2015.07.01,US
UAM,기체•부품,기체구조,Lift offset control of a rotary wing aircraft,2015.09.30,US
UAM,기체•부품,기체구조,Lift offset control of a rotary wing aircraft,2015.09.30,US
UAM,기체•부품,기체구조,Blade indexing of a rotary wing aircraft,2015.09.29,US
UAM,기체•부품,기체구조,Blade indexing of a rotary wing aircraft,2015.09.29,US
UAM,기체•부품,기체구조,Blade indexing of a rotary wing aircraft,2015.09.29,US
UAM,기체•부품,기체구조,Tip clearance measurement of a rotary wing aircraft,2015.09.30,US
UAM,기체•부품,기체구조,Tip clearance measurement of a rotary wing aircraft,2015.09.30,US
UAM,기체•부품,기체구조,Tip clearance measurement of a rotary wing aircraft,2015.09.30,US
UAM,기체•부품,기체구조,Translation thrust system engagement and disengagment for rotary wing aircraft,2015.09.28,US
UAM,기체•부품,기체구조,Translation thrust system engagement and disengagment for rotary wing aircraft,2015.09.28,US
UAM,기체•부품,기계•전기전자 시스템,Precision pointing mode of an aircraft,2018.08.07,US
UAM,기체•부품,기체구조,Aircraft,2015.07.09,US
UAM,기체•부품,기체구조,Aircraft with wingtip positioned propellers,2020.12.30,US
UAM,기체•부품,기체구조,Aircraft with wingtip positioned propellers,2020.12.30,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft and aircraft control method,2012.10.12,JP
UAM,기체•부품,기체구조,Vertical take-off aircraft,2016.05.25,DE
UAM,기체•부품,기체구조,Ducted wing propulsion system,2021.12.15,US
UAM,기체•부품,기체구조,"Aircraft landing assist apparatus, aircraft landing assist method, and non-transitory storage medium",2019.06.25,JP
UAM,기체•부품,기체구조,Landing assist apparatus eccentric bushing,2004.06.03,US
UAM,기체•부품,기체구조,Power surge landing system,2018.07.18,US
UAM,기체•부품,기체구조,Power surge landing system,2017.03.01,US
UAM,기체•부품,기계•전기전자 시스템,"Apparatus, system, and method for flying an aircraft",2014.09.29,US
UAM,기체•부품,기체구조,Aircraft lift device for low sonic boom,2003.08.29,US
UAM,기체•부품,기계•전기전자 시스템,Radio frequency emitting hook system for a rotary-wing aircraft external load handling,2006.12.01,US
UAM,기체•부품,기계•전기전자 시스템,Radio frequency emitting hook system for a rotary-wing aircraft external load handling,2007.01.31,US
UAM,기체•부품,기계•전기전자 시스템,Radio frequency emitting hook system for a rotary-wing aircraft external load handling,2007.01.31,US
UAM,기체•부품,기체구조,Apparatus and method for vertical take-off and landing aircraft,2011.01.24,US
UAM,기체•부품,기체구조,Aircraft with a plurality of engines driving a common driveshaft,2016.07.07,US
UAM,기체•부품,기체구조,Aircraft with freewheeling engine,2012.04.09,US
UAM,기체•부품,기체구조,Aircraft with freewheeling engine,2013.03.27,US
UAM,기체•부품,기체구조,Aircraft with freewheeling engine,2013.03.27,US
UAM,기체•부품,기체구조,Aircraft with freewheeling engine,2014.04.14,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft monitoring system (航空機監視システム),2022.03.10,JP
UAM,기체•부품,기계•전기전자 시스템,Method for producing lateral ejection apparattii for helicopter or plane,2003.08.18,US
UAM,기체•부품,기계•전기전자 시스템,Method for producing lateral ejection apparaii for helicopter or plane,2004.08.14,US
UAM,기체•부품,동력•추진 시스템,"Aircraft of a modular type, and a method of preparing such an aircraft for a specific mission",2019.11.19,FR
UAM,기체•부품,동력•추진 시스템,Modular types of aircraft and methods of preparing such aircraft for specific tasks,2019.11.29,FR
UAM,기체•부품,기체구조,Aircraft with active aerosurfaces,2017.05.26,US
UAM,기체•부품,기체구조,Tailsitting biplane aircraft having a coaxial rotor system,2020.05.20,US
UAM,기체•부품,기체구조,Aircraft for transporting and deploying uavs,2021.12.07,US
UAM,기체•부품,기체구조,Autonomous payload deployment aircraft,2020.11.04,US
UAM,기체•부품,기체구조,Aircraft having hover stability in inclined flight attitudes,2018.10.08,US
UAM,기체•부품,기체구조,Vtol aircraft for external load operations,2018.10.08,US
UAM,기체•부품,기체구조,Convertible staggerwing aircraft having optimized hover power,2021.09.21,US
UAM,기체•부품,기체구조,Low observable aircraft having tandem lateral lift fans,2020.03.29,US
UAM,기체•부품,기체구조,Low observable aircraft having trinary lift fans,2020.03.29,US
UAM,기체•부품,기체구조,Low observable aircraft having a unitary lift fan,2020.03.29,US
UAM,기체•부품,기체구조,Low observable aircraft having tandem longitudinal lift fans,2020.03.29,US
UAM,기체•부품,기체구조,Seat back decoupler mechanism,2018.12.13,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft passenger service unit,2021.03.25,DE
UAM,기체•부품,동력•추진 시스템,"Aircraft power plant, an aircraft, and a method of piloting said aircraft",2013.01.09,FR
UAM,기체•부품,동력•추진 시스템,Aircraft propeller and aircraft,2022.04.22,DE
UAM,기체•부품,기체구조,Aircraft propeller blade and manufacture method thereof,2010.12.20,FR
UAM,기체•부품,동력•추진 시스템,Aircraft propulsion system,2021.11.23,JP
UAM,기체•부품,동력•추진 시스템,Aircraft propulsion system,2021.12.01,JP
UAM,기체•부품,기체구조,Aircraft propulsion system,2019.08.05,GB
UAM,기체•부품,기체구조,Aircraft propulsion system,2019.08.21,GB
UAM,기체•부품,동력•추진 시스템,Aircraft propulsion system,2020.01.30,FR
UAM,기체•부품,동력•추진 시스템,Rotary engine/centrifugal fan aircraft propulsion,2019.06.05,US
UAM,기체•부품,동력•추진 시스템,Aircraft drag reduction system and internally cooled motor system and aircraft using same,2019.03.16,US
UAM,기체•부품,동력•추진 시스템,Aircraft drag reduction system and internally cooled electric motor system and aircraft using same,2019.03.16,US
UAM,기체•부품,동력•추진 시스템,Aircraft drag reduction system and internally cooled electric motor system and aircraft using same,2019.03.16,US
UAM,기체•부품,동력•추진 시스템,Aircraft drag reduction system and internally cooled electric motor system and aircraft using same,2019.03.16,US
UAM,기체•부품,동력•추진 시스템,Aircraft drag reduction system and internally cooled electric motor system and aircraft using same,2019.03.16,US
UAM,기체•부품,인증•시험평가,Flight-vehicle protective cover,2018.07.23,CN
UAM,기체•부품,동력•추진 시스템,Power plant for a rotary-wing aircraft provided with an engine brake as well as with a free-wheel and a disengageable connection in parallel,2021.11.17,FR
UAM,기체•부품,기계•전기전자 시스템,Aircraft provided with a set of swashplates and with at least one servo-control that is inclined,2017.08.30,FR
UAM,기체•부품,동력•추진 시스템,Aircraft provided with a winch device,2017.05.24,FR
UAM,기체•부품,동력•추진 시스템,Aircraft vehicle centrifugal fan apparatus,2012.02.22,US
UAM,기체•부품,동력•추진 시스템,Six-rotor aircraft rack capable of being folded and expanded automatically,2014.10.16,CN
UAM,항행•교통관리,UAM 탑재 통신,System and method for in-flight wireless communication,2008.06.20,US
UAM,기체•부품,기체구조,Aircraft and method for realizing vertical take-off and landing and horizontal flight using bottom-drive flaps tilted in sections (一种用分段倾转底驱式板翼实现垂直起降和水平飞行的航空器及方法),2020.03.05,CN
UAM,기체•부품,기계•전기전자 시스템,Aircraft rotary wing motion control and instrumented motion control fluid device,2012.04.05,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft rotary wing motion control and instrumented motion control fluid device,2012.04.05,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft rotary wing motion control and instrumented motion control fluid device,2012.04.05,US
UAM,기체•부품,기체구조,Aircraft rotor with discrete flap hinge,2012.07.18,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft rotor assembly with plural rotors,2021.12.08,US
UAM,기체•부품,기체구조,Stiff inplane elastomeric rotorhead,2013.07.29,US
UAM,인프라,수리/정비,Redundant helicopter pitch change bearing,2018.06.28,US
UAM,인프라,수리/정비,Redundant helicopter pitch change bearing,2019.06.27,US
UAM,기체•부품,동력•추진 시스템,Aircraft safety livesaving system,2021.07.12,CN
UAM,기체•부품,기계•전기전자 시스템,Multi mode safety system for vtol aircraft,2019.01.18,US
UAM,기체•부품,기계•전기전자 시스템,Multi mode safety system for vtol aircraft,2019.01.18,US
UAM,기체•부품,기계•전기전자 시스템,Multi mode safety system for vtol aircraft,2019.01.18,US
UAM,기체•부품,기계•전기전자 시스템,Multi mode safety system for vtol aircraft,2019.01.18,US
UAM,기체•부품,기체구조,City vertical take-off and landing aircraft with wing folding and storing function,2019.07.10,CN
UAM,기체•부품,기계•전기전자 시스템,Aircraft simulating apparatus for helicopter hover simulation,2013.02.04,DE
UAM,기체•부품,기계•전기전자 시스템,Aircraft simulating apparatus for helicopter hover simulation,2013.02.04,DE
UAM,기체•부품,기계•전기전자 시스템,Aircraft simulating apparatus for helicopter hover simulation,2013.02.04,DE
UAM,기체•부품,기체구조,Aircraft structure,2021.09.17,AU
UAM,항행•교통관리,UAM 충돌회피,System and method of protection of aircraft from foreign object strikes,2019.08.12,US
UAM,항행•교통관리,UAM 충돌회피,System and method of protection of aircraft from foreign object strikes,2018.08.13,US
UAM,기체•부품,기체구조,Aircraft having keel tube with structure that reduces noise emissions,2015.03.25,CH
UAM,기체•부품,기체구조,Mutually symbiotic aircraft systems,2016.11.02,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft deployment and retrieval of unmanned aerial vehicles,2015.07.06,US
UAM,기체•부품,동력•추진 시스템,Passively actuated variable area nozzle for an aircraft propulsion system,2021.05.13,US
UAM,기체•부품,기체구조,Redundant helicopter pitch change shaft system,2018.03.12,US
UAM,기체•부품,기체구조,Aircraft tail rotor system,2013.08.02,US
UAM,기체•부품,기체구조,Vertically landing aircraft,2014.03.31,US
UAM,기체•부품,기체구조,Vertically landing aircraft,2015.02.03,US
UAM,기체•부품,동력•추진 시스템,The flying body and the aircraft body system that uses it,2018.07.06,JP
UAM,기체•부품,동력•추진 시스템,Aircraft,2020.09.29,JP
UAM,기체•부품,기체구조,"Vertical take-off and landing aircraft and methods of taking-off, landing, and aircraft control",2021.11.02,US
UAM,기체•부품,동력•추진 시스템,Aircraft,2018.09.22,JP
UAM,기체•부품,동력•추진 시스템,Aircraft,2019.09.17,JP
UAM,기체•부품,기체구조,Aircraft converts drag to lift,2003.06.11,US
UAM,인프라,버티포트 보조설비,Aircraft interior with modular panels,2019.10.31,US
UAM,인프라,버티포트 보조설비,Aircraft interior with removable panels,2020.09.17,US
UAM,인프라,버티포트 보조설비,Aircraft interior with removable panels,2019.10.31,US
UAM,기체•부품,기체구조,Fixed wing aircraft with trailing rotors and t-tail,2021.02.26,US
UAM,기체•부품,기계•전기전자 시스템,"Moving flying object for scanning an object, and system for analyzing damage to the object",2017.04.13,DE
UAM,기체•부품,기계•전기전자 시스템,System for damage analysis of objects,2017.04.13,DE
UAM,기체•부품,기체구조,Counter rotating torque drive for rotary wing vehicle propulsion,2017.10.04,US
UAM,기체•부품,기체구조,Tilting closed-wing aircraft,2019.06.18,US
UAM,기체•부품,기체구조,Saucer-shaped gyroscopically stabilized vertical take-off and landing aircraft,2010.07.09,US
UAM,기체•부품,기체구조,Saucer shaped gyroscopically stabilized vertical take-off and landing aircraft,2009.05.07,US
UAM,기체•부품,기체구조,Aircraft thickness/camber control device for low sonic boom,2003.08.29,US
UAM,기체•부품,기체구조,Circular fixed wing vtol aircraft,2007.03.09,US
UAM,기체•부품,기계•전기전자 시스템,Rotor blade pitch trajectory control,2021.11.05,US
UAM,기체•부품,기계•전기전자 시스템,Rotor blade pitch trajectory control,2022.10.21,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft using ducted fan for lift,2010.09.24,CZ
UAM,기체•부품,기계•전기전자 시스템,Helicopter hub mounted vibration control and circular force generation systems for canceling vibrations,2011.05.02,US
UAM,기체•부품,동력•추진 시스템,Weapons stores processor panel for aircraft,2012.02.22,US
UAM,기체•부품,동력•추진 시스템,Damage resistant aircraft,2012.03.26,US
UAM,기체•부품,기체구조,Integrated float-wing,2016.10.24,US
UAM,기체•부품,기계•전기전자 시스템,Method of steering aircraft by moving the stagnation point and aircraft using the method,2004.07.01,FI
UAM,기체•부품,동력•추진 시스템,Microaircraft and cellular phone equipped with microaircraft,2004.10.15,JP
UAM,기체•부품,기체구조,Aircraft configured for vertically ascending and landing,2008.03.10,NL
UAM,기체•부품,기체구조,Distributed electric propulsion modular wing aircraft with blown wing and extreme flaps for vtol and/or stol flight,2020.04.24,US
UAM,기체•부품,동력•추진 시스템,Cross-wing driveshaft channel,2016.09.19,US
UAM,기체•부품,기체구조,Aircraft with a fuselage and a composite tail boom,2017.07.20,FR
UAM,기체•부품,기체구조,Vertical takeoff and landing aircraft,2019.03.18,US
UAM,기체•부품,동력•추진 시스템,Aircraft with a subfloor region that accommodates an auxiliary compartment,2016.02.03,FR
UAM,기체•부품,동력•추진 시스템,Aircraft with a fuel storage system,2021.04.13,FR
UAM,기체•부품,기체구조,Aircraft with an air intake for an air breathing propulsion engine,2015.09.09,FR
UAM,기체•부품,기체구조,Aircraft framework structure with integral ventilation air duct,2015.07.28,FR
UAM,기체•부품,동력•추진 시스템,Aircraft with a fuselage that defines at least an interior region and a drive system accommodating region,2016.02.15,FR
UAM,기체•부품,기체구조,Tandem powered power tilting tilt rotor aircraft,2009.09.28,AU
UAM,기체•부품,기체구조,Tandem powered power tilting aircraft,2006.10.23,AU
UAM,기체•부품,기체구조,Tandem powered tilt rotor aircraft,2010.03.15,AU
UAM,기체•부품,기체구조,Tandem powered power tilting aircraft,2005.06.03,AU
UAM,기체•부품,기체구조,Tandem powered power tilting aircraft,2002.02.28,AU
UAM,기체•부품,기체구조,Aircraft with rotor wing structure,2015.09.17,CN
UAM,항행•교통관리,UAM 통합 교통관리,Coupled aircraft rotor system,2002.02.15,US
UAM,기체•부품,기체구조,Airship endurance vtol uav and solar turbine clean tech propulsion,2012.10.12,US
UAM,기체•부품,기계•전기전자 시스템,Aircraft with a control device,2012.06.16,FR
UAM,기체•부품,기체구조,Distributed active vibration control systems and rotary wing aircraft with suppressed vibrations,2008.10.24,US
UAM,기체•부품,기체구조,Aircraft with an airframe and at least one electrically powered thrust producing unit,2017.12.05,FR
UAM,기체•부품,기체구조,Aircraft with an emergency floatation system,2017.07.27,FR
UAM,기체•부품,기체구조,System for a vertical takeoff and landing aircraft with an in-boom lift propulsor,2021.12.29,US
UAM,기체•부품,동력•추진 시스템,Distributed active vibration control systems and rotary wing aircraft with suppressed vibrations,2008.10.24,US
UAM,기체•부품,기체구조,Aircraft with folding mechanism,2022.04.28,DE
UAM,기체•부품,기체구조,Quad rotor aircraft with fixed wing and variable tail surfaces,2016.07.14,US
UAM,기체•부품,기체구조,Aircraft with imitation beetle elytron wings (一种仿甲虫鞘翅机翼航空器),2018.06.08,CN
UAM,기체•부품,기체구조,Apparatus for an electric aircraft with increased crash robustness,2022.06.28,US
UAM,기체•부품,동력•추진 시스템,Helicopter with counter-rotating coaxial rotors without cyclic variation of pitch. equipped with means for aerodynamic control of attitude and flight path,2009.06.26,JP
UAM,기체•부품,기계•전기전자 시스템,Helicopter with counter-rotating coaxial rotors without cyclic variation of pitch. equipped with means for aerodynamic control of attitude and flight path,2009.06.26,JP
UAM,기체•부품,기계•전기전자 시스템,"Helicopter with counter-rotating coaxial rotors without cyclic variation of pitch, equipped with means for aerodynamic control of attitude and flight path",2009.06.26,JP
UAM,기체•부품,기체구조,Aircraft with strong wind resistance,2018.10.30,CN
UAM,기체•부품,동력•추진 시스템,Vtol aircraft with a thrust-to-weight ratio smaller than 1,2010.09.13,FR
UAM,기체•부품,기체구조,An aircraft with vertical take-off and landing,2015.06.25,CZ
UAM,기체•부품,기체구조,"Aircraft, in particular drone or air movement for personal",2020.06.23,IT
UAM,기체•부품,기체구조,"Aircraft, in particular a drone or an aircraft for personal air mobility, with high efficiency propeller rotors",2020.06.23,IT
UAM,기체•부품,기체구조,"An aircraft, in particular a personal air mobility aircraft or drone, an annular propeller unit, and a boat comprising this unit",2022.03.03,IT
UAM,기체•부품,기체구조,Aircraft,2007.04.25,DE
UAM,기체•부품,기체구조,Aircraft (flugzeug),2007.04.25,DE
UAM,기체•부품,기체구조,Aircraft,2007.04.25,DE
UAM,기체•부품,기체구조,Aircraft with wing-borne flight mode and hover flight mode,2015.07.21,NL
UAM,기체•부품,기체구조,Aircraft with wing-borne flight mode and hover flight mode,2015.07.21,NL
UAM,기체•부품,기계•전기전자 시스템,Movable cover for a proprotor nacelle,2020.11.18,US
UAM,기체•부품,기체구조,Vertical take-off and landing aircraft with parallel wings,2020.07.17,GB
UAM,기체•부품,기체구조,Vtol propulsion for aircraft,2012.07.19,US
UAM,기체•부품,동력•추진 시스템,"Shaped aircraft fuel cells, systems and methods for enhanced crashworthiness",2021.09.24,US
UAM,기체•부품,기체구조,Aircraft with electric and fuel engines,2017.06.16,US
UAM,기체•부품,기체구조,Closed wing vtol aircraft,2020.07.17,GB
UAM,기체•부품,기체구조,Closed wing vtol aircraft,2020.07.17,GB
UAM,기체•부품,동력•추진 시스템,Automatic recovery systems and methods for unmanned aircraft systems,2016.04.18,US
UAM,기체•부품,동력•추진 시스템,Automatic recovery systems and methods for unmanned aircraft systems,2017.04.14,US
UAM,기체•부품,기계•전기전자 시스템,Systems and methods for aerial package pickup and delivery,2019.10.23,US
UAM,기체•부품,기체구조,Rotary wing vtol with fixed wing forward flight mode,2015.12.28,US
UAM,기체•부품,기체구조,Rotary wing vtol with fixed wing forward flight mode,2015.12.28,US
UAM,기체•부품,기체구조,Rotary wing vtol with fixed wing forward flight mode,2015.12.28,US
UAM,기체•부품,기체구조,Airdrop forest fire extinguishing bomb (一种空投式森林灭火弹),2021.11.23,CN
UAM,기체•부품,기체구조,"Aircraft airfoil, and an aircraft provided with such an airfoil",2013.03.15,FR
UAM,기체•부품,기체구조,Connection joint for attaching an airfoil blade to a helicopter's bearingless main rotor,2013.03.14,FR
UAM,기체•부품,기체구조,Blade flow deflector,2014.11.26,US
UAM,기체•부품,기체구조,Blade flow deflector,2014.11.26,US
UAM,기체•부품,기체구조,Airfoil blade with cushioned edge for powered toy aircraft,2005.06.06,US
UAM,기체•부품,기체구조,Airfoil for a helicopter rotor blade,2010.09.23,US
UAM,기체•부품,기체구조,Airfoil for a helicopter rotor blade,2006.02.16,US
UAM,기체•부품,기체구조,An airfoil for a helicoptor rotor blade,2006.10.17,US
UAM,기체•부품,기체구조,An airfoil for a helicoptor rotor blade,2006.10.17,US
UAM,기체•부품,인증•시험평가,Rotor blade profile optimization,2006.10.26,US
UAM,기체•부품,기체구조,Airfoils for rotor blades of rotary wing aircrafts,2016.06.14,FR
UAM,인프라,수리/정비,"Methods of customizing, manufacturing, and repairing a rotor blade using additive manufacturing processes and a rotor blade incorporating the same",2020.03.18,US
UAM,기체•부품,기체구조,Unmanned helicopter,2006.07.31,JP
UAM,기체•부품,기체구조,Aerial vehicle architectures for improved thrust efficiency and internal cooling,2021.04.23,CA
UAM,기체•부품,기체구조,Aerial vehicle airframe design and manufacturing,2020.06.11,US
UAM,기체•부품,기체구조,Aerial vehicle airframe design and manufacturing,2023.01.27,US
UAM,기체•부품,기체구조,Wing-fuselage integrated airframe beams for tiltrotor aircraft,2018.09.19,US
UAM,기체•부품,기체구조,Wing-fuselage integrated airframe beams for tiltrotor aircraft,2017.10.02,US
UAM,기체•부품,기체구조,Energy absorbing airframe for a vertical lift vehicle,2005.02.24,US
UAM,기체•부품,기체구조,Energy absorbing airframe for a vertical lift vehicle,2005.12.12,US
UAM,기체•부품,기체구조,Energy absorbing airframe for vertical lift vehicle,2005.12.12,US
UAM,기체•부품,기체구조,Energy absorbing airframe for a vertical lift vehicle,2005.12.12,US
UAM,기체•부품,기체구조,Airframe structure of small single-rotor unmanned helicopter,2015.12.03,CN
UAM,기체•부품,기체구조,"Fuselage, vehicle arm, rotor assembly, airframe, and multi-rotor unmanned aerial vehicle",2018.05.31,CN
UAM,기체•부품,기체구조,"Fuselage, vehicle arm, rotor assembly, airframe, and multi-rotor unmanned aerial vehicle (机身、机臂、旋翼组件、机架以及多旋翼无人机)",2018.05.31,CN
UAM,기체•부품,기체구조,Air-ground double-purpose aircraft (陆空两用飞行器),2011.06.13,CN
UAM,기체•부품,기체구조,Airplane capable of performing fixed wing flight and vertical take-off and landing based on three-axle flight control panel,2012.08.10,CN
UAM,기체•부품,기체구조,Drivetrain and apparatus for use in an airplane propulsion system,2022.08.03,DE
UAM,기체•부품,동력•추진 시스템,Airship equipped with an electric distributed propulsion system (dirigeable equipe d'un systeme de propulsion distribuee electrique),2021.12.17,FR
UAM,기체•부품,기체구조,Composite airspeed indicator display for compound aircrafts,2018.02.08,US
UAM,기체•부품,기체구조,Air taxi pod terminals and methods,2021.10.19,US
UAM,기체•부품,기체구조,"Air-taxi stands, boarding bridges for air taxis, and methods of using same",2007.06.08,US
UAM,기체•부품,기체구조,Helicopter ground handling apparatus,2011.05.06,CA
UAM,기체•부품,기체구조,All-weather all-terrain vertical takeoff and landing unmanned helicopter operation platform vehicle,2019.08.16,CN
UAM,기체•부품,기체구조,Amphibious large aircraft without airstairs,2010.03.01,CN
UAM,기체•부품,기체구조,Amphibious rotor non-man-machine,2015.09.23,CN
UAM,기체•부품,기체구조,Amphibious vertical takeoff and landing unmanned device,2015.11.13,US
UAM,기체•부품,기체구조,Amphibious vertical takeoff and landing unmanned device,2016.11.14,US
UAM,기체•부품,기체구조,"Amphibious vertical takeoff and landing unmanned system and flying car with multiple aerial and aquatic flight modes for capturing panoramic virtual reality views, interactive video and transportation with mobile and wearable application",2016.11.12,CN
UAM,기체•부품,기체구조,Amphibious vertical takeoff and landing unmanned device with artificial intelligence (ai) and method and system for managing a crisis environment and controlling one or more targets,2016.11.28,US
UAM,기체•부품,기체구조,Amphibious vertical take off and landing unmanned device with ai data processing apparatus,2016.11.07,US
UAM,인프라,버티포트 구축 및 운용,The complex environment airdrops landing simulation and evaluation method,2014.08.26,CN
UAM,기체•부품,동력•추진 시스템,An angle-adjustable gearbox,2022.11.16,CN
UAM,기체•부품,기체구조,Annular tilting unmanned aerial vehicle,2021.04.21,CN
UAM,항행•교통관리,UAM 탑재 통신,Antenna and unmanned aerial vehicle,2017.12.28,CN
UAM,항행•교통관리,UAM 탑재 통신,Antenna assembly and unmanned aerial vehicle,2016.10.18,CN
UAM,기체•부품,기계•전기전자 시스템,Helicopter transportable antenna mast and stay cable system,2007.01.16,US
UAM,기체•부품,기체구조,Anti-collision device based on large multi-rotor unmanned aerial vehicle,2020.12.31,CN
UAM,기체•부품,기체구조,An anti-collision plant protection unmanned aerial vehicle,2017.12.06,CN
UAM,기체•부품,기체구조,Control method for guarding against the swing like the pendulum of unmanned helicopter in type of no control rotor,2007.07.20,CN
UAM,기체•부품,기체구조,Anti-personnel airborne radar application,2005.09.12,US
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.25,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.26,IT
UAM,기체•부품,동력•추진 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.17,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.17,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2019.06.17,IT
UAM,기체•부품,동력•추진 시스템,Anti-torque rotor for helicopter,2020.05.26,IT
UAM,기체•부품,동력•추진 시스템,Helicopter anti-torque rotor,2015.08.07,JP
UAM,기체•부품,동력•추진 시스템,Helicopter anti-torque rotor,2014.08.08,JP
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,기계•전기전자 시스템,Anti-torque rotor for a helicopter,2020.05.26,IT
UAM,기체•부품,동력•추진 시스템,Helicopter anti-torque rotor,2015.08.07,IT
UAM,기체•부품,동력•추진 시스템,Helicopter with an anti-torque system,2018.12.21,IT
UAM,기체•부품,동력•추진 시스템,Helicopter with an anti-torque system,2018.12.21,IT
UAM,기체•부품,동력•추진 시스템,Helicopter with anti-torque system,2018.12.21,IT
UAM,기체•부품,동력•추진 시스템,Anti-torque system for a helicopter and method for controlling an anti-torque system for a helicopter,2017.12.22,IT
UAM,기체•부품,동력•추진 시스템,Helicopter with an anti-torque system,2018.12.21,IT
UAM,기체•부품,동력•추진 시스템,Anti-torque systems for rotorcraft,2019.01.29,US
UAM,기체•부품,동력•추진 시스템,Anti-torque system for rotorcraft,2019.02.12,US
UAM,기체•부품,기계•전기전자 시스템,Anti-torque systems for rotorcraft,2020.09.28,US
UAM,기체•부품,동력•추진 시스템,Anti-torque systems for rotorcraft,2018.02.14,US
UAM,기체•부품,동력•추진 시스템,Emergency anti-torque thruster system,2004.11.05,US
UAM,기체•부품,동력•추진 시스템,"Antivibration suspension means for a tie bar of an aircraft power transmission gearbox, an antivibration suspension device, and an aircraft",2012.11.08,FR
UAM,기체•부품,동력•추진 시스템,"Antivibration suspension system for a tie bar of an aircraft power transmission gearbox, an antivibration suspension system, and an aircraft",2016.03.10,FR
